from,to,kommentar,tonalität,zeit,folge,thema
NK,AL,2,2,236,2,3
AFD,AL,4,4,236,2,3
NK,AL,4,4,236,2,3
CDU,AL,1,1,236,2,3
GRUENE,AL,1,1,236,2,3
CDU,AL,1,1,236,2,1
SPD,AL,1,1,236,2,1
GRUENE,AL,1,1,236,2,1
HW,AL,2,2,236,2,3
CDU,AL,1,1,236,2,3
CDU,AL,1,1,236,2,7
FDP,AL,1,1,236,2,7
HW,AL,2,2,236,2,3
NK,AL,2,2,236,2,10
AUL,NK,3,2,236,2,10
AL,AUL,3,3,236,2,10
CDU,AL,1,1,236,2,10
CDU,AL,1,1,236,2,10
FDP,AL,1,1,236,2,10
HW,AL,2,2,236,2,4
BVS,AL,2,2,236,2,4
BVS,AL,2,4,236,2,3
CDU,AL,1,1,236,2,3
FDP,AL,1,1,236,2,3
SPD,AL,1,1,236,2,3
AFD,AL,2,2,236,2,3
CDU,AL,1,1,236,2,3
LINKE,DB,1,1,236,2,3
MGB,DB,8,4,236,2,3
AD,DB,2,4,236,2,3
LINKE,DB,1,1,236,2,3
LINKE,DB,1,1,236,2,10
LINKE,DB,1,1,236,2,3
LINKE,DB,1,1,236,2,3
GL,DB,2,1,236,2,3
LINKE,DB,1,1,236,2,3
LINKE,DB,1,1,236,2,3
LINKE,DB,1,1,236,2,1
LINKE,DB,1,1,236,2,3
LINKE,DB,1,1,236,2,3
LINKE,DB,1,1,236,2,3
LINKE,DB,1,1,236,2,3
GRUENE,AB,1,1,236,2,2
JK,AB,2,3,236,2,3
GRUENE,AB,1,1,236,2,3
GRUENE,AB,1,1,236,2,4
GRUENE,AB,1,1,236,2,2
GRUENE,AB,1,1,236,2,3
GRUENE,AB,1,1,236,2,3
GRUENE,AB,1,1,236,2,12
GRUENE,AB,1,1,236,2,3
CDU,AB,8,4,236,2,3
NK,AB,2,2,236,2,3
GRUENE,AB,1,1,236,2,2
GRUENE,AB,1,1,236,2,3
GRUENE,AB,1,1,236,2,3
CDU,AB,8,4,236,2,3
AFD,AB,8,4,236,2,3
MGB,AB,2,4,236,2,3
GRUENE,AB,1,1,236,2,3
CDU,CHS,1,1,236,2,2
GRUENE,CHS,2,2,236,2,2
AD,GRUENE,7,2,236,2,2
BH,AD,7,2,236,2,2
CDU,CHS,1,1,236,2,3
GRUENE,CHS,2,4,236,2,2
CDU,CHS,1,1,236,2,3
SPD,CHS,1,1,236,2,3
FDP,CHS,1,1,236,2,3
LINKE,CHS,1,1,236,2,3
MHO,CHS,1,1,236,2,3
SPD,MAS,1,1,236,2,10
CDU,MAS,1,1,236,2,10
NK,MAS,2,2,236,2,3
SPD,MAS,1,1,236,2,3
AFD,MAS,2,2,236,2,3
SPD,MAS,1,1,236,2,1
SPD,MAS,1,1,236,2,3
RBH,MAS,1,1,236,2,3
SPD,MAS,1,1,236,2,3
CDU,MAS,2,1,236,2,3
AFD,MAS,2,2,236,2,2
SPD,MAS,1,1,236,2,3
CDU,MAS,1,1,236,2,3
LINKE,MAS,1,1,236,2,3
GRUENE,MAS,1,1,236,2,3
SPD,MAS,1,1,236,2,2
CDU,MAS,1,1,236,2,2
LINKE,MAS,1,1,236,2,2
GRUENE,MAS,1,1,236,2,2
FDP,MAS,1,1,236,2,2
RBH,FP,2,4,236,2,2
MGB,FP,2,4,236,2,2
JK,FP,2,4,236,2,2
CDU,KLE,1,1,236,2,2
NK,KLE,2,2,236,2,2
CDU,KLE,1,1,236,2,1
FDP,KLE,1,1,236,2,1
KD,KLE,2,2,236,2,1
CDU,KLE,1,1,236,2,3
JK,KLE,2,2,236,2,3
CDU,KLE,1,1,236,2,3
NK,KLE,2,2,236,2,3
CDU,KLE,1,1,236,2,3
CDU,KLE,1,1,236,2,2
CDU,KLE,1,1,236,2,2
CDU,KLE,1,1,236,2,3
CDU,KLE,1,1,236,2,3
FDP,MTH,1,1,236,2,6
FDP,MTH,1,1,236,2,6
FDP,MTH,1,1,236,2,6
FDP,MTH,1,1,236,2,6
FDP,MTH,1,1,236,2,6
CDU,AGR,1,1,236,2,4
CDU,AGR,1,1,236,2,4
CDU,AGR,1,1,236,2,4
MGB,AGR,2,1,236,2,4
CD,AGR,1,1,236,2,2
CDU,AGR,1,1,236,2,2
SPD,AGR,1,1,236,2,2
FDP,AGR,1,1,236,2,2
LINKE,AGR,1,1,236,2,2
GRUENE,AGR,1,1,236,2,2
AFD,EK,1,1,236,2,2
SB,EK,2,1,236,2,2
AFD,EK,1,1,236,2,2
AFD,EK,1,1,236,2,2
GRUENE,EK,8,4,236,2,2
AFD,EK,1,1,236,2,2
AFD,EK,1,1,236,2,2
AFD,EK,1,1,236,2,2
MGB,EK,2,2,236,2,2
SPD,AR,1,1,236,2,2
FDP,AR,1,1,236,2,2
CD,AR,2,4,236,2,2
CD,AR,2,2,236,2,6
SPD,AR,1,1,236,2,6
JK,AR,1,1,236,2,6
FB,AR,1,1,236,2,6
CD,AR,2,2,236,2,4
SPD,AR,2,2,236,2,4
SPD,AR,2,2,236,2,4
CDU,AR,2,2,236,2,4
LINKE,AUL,1,1,236,2,4
LINKE,AUL,1,1,236,2,4
LINKE,AUL,1,1,236,2,4
CD,AUL,2,1,236,2,4
LINKE,AUL,1,1,236,2,4
CD,AUL,2,2,236,2,4
CD,AUL,2,2,236,2,4
LINKE,AUL,1,1,236,2,4
CD,AUL,2,2,236,2,4
LINKE,AUL,1,1,236,2,4
LINKE,AUL,1,1,236,2,4
LINKE,AUL,2,1,236,2,4
LINKE,AUL,1,1,236,2,4
GRUENE,CM,1,1,236,2,4
AR,CM,1,1,236,2,4
GRUENE,CM,1,1,236,2,4
MGB,CM,2,2,236,2,4
GRUENE,CM,1,1,236,2,4
GRUENE,CM,1,1,236,2,4
MGB,CM,2,3,236,2,4
GRUENE,CM,1,1,236,2,4
CDU,DMH,1,1,236,2,4
FDP,DMH,1,1,236,2,4
MGB,DMH,2,3,236,2,4
FDP,DMH,1,1,236,2,4
MGB,DMH,2,3,236,2,4
CDU,DMH,1,1,236,2,4
SPD,DMH,1,1,236,2,4
FDP,DMH,1,1,236,2,4
FB,DMH,2,4,236,2,4
FDP,HOS,1,1,236,2,2
FDP,HOS,1,1,236,2,2
CDU,HOS,1,1,236,2,2
FDP,HOS,1,1,236,2,2
CDU,HOS,1,1,236,2,2
CS,HOS,1,1,236,2,2
FDP,HOS,1,1,236,2,2
CDU,HOS,1,1,236,2,2
SPD,HOS,1,1,236,2,2
FDP,HOS,1,1,236,2,2
FDP,HOS,1,1,236,2,2
FDP,HOS,1,1,236,2,2
AFD,HOS,1,1,236,2,2
KPW,HOS,1,1,236,2,2
FDP,HOS,1,1,236,2,2
CDU,HOS,1,1,236,2,2
AFD,HOS,1,1,236,2,2
ALG,HOS,2,1,236,2,1
FDP,HOS,1,1,236,2,1
CDU,HOS,1,1,236,2,1
AFD,HOS,1,1,236,2,1
FDP,HOS,2,1,236,2,1
FDP,HOS,1,1,236,2,1
CDU,HOS,1,1,236,2,1
AFD,HOS,1,1,236,2,1
FDP,HOS,1,1,236,2,1
AFD,HOS,1,1,236,2,1
FDP,HOS,1,1,236,2,6
CDU,HOS,1,1,236,2,6
AFD,HOS,1,1,236,2,6
ALG,HOS,2,1,236,2,6
FDP,HOS,1,1,236,2,6
BVS,HOS,1,1,236,2,6
FDP,HOS,1,1,236,2,2
CDU,HOS,1,1,236,2,2
AFD,HOS,1,1,236,2,2
SPD,HOS,1,1,236,2,2
CR,HOS,1,1,236,2,2
CS,HOS,2,1,236,2,2
FDP,HOS,1,1,236,2,2
CDU,HOS,1,1,236,2,2
GRUENE,HOS,1,1,236,2,2
CS,HOS,1,1,236,2,2
FDP,HOS,1,1,236,2,2
CDU,HOS,1,1,236,2,2
GRUENE,HOS,1,1,236,2,2
SPD,HOS,1,1,236,2,2
AFD,HOS,1,1,236,2,2
FDP,MIG,1,1,236,2,2
SPD,MIG,1,1,236,2,2
GRUENE,MIG,1,1,236,2,2
SPD,MIG,1,1,236,2,2
GRUENE,MIG,1,1,236,2,2
AR,MIG,1,1,236,2,2
AR,MIG,1,1,236,2,2
SPD,MIG,1,1,236,2,2
CDU,MIG,1,1,236,2,2
LINKE,KE,1,1,236,2,2
SPD,KE,8,1,236,2,2
LINKE,KE,8,1,236,2,2
FDP,KE,1,2,236,2,6
PBY,KE,1,2,236,2,6
CD,KE,2,2,236,2,6
LINKE,KE,1,1,236,2,6
LINKE,KE,1,1,236,2,6
GRUENE,MLA,1,1,236,2,4
GRUENE,MLA,1,1,236,2,4
GRUENE,MLA,1,1,236,2,4
GRUENE,MLA,1,1,236,2,4
GRUENE,MLA,1,1,236,2,4
SPD,MLA,1,1,236,2,4
CDU,MLA,1,1,236,2,4
MGB,MLA,2,3,236,2,4
MGB,MLA,2,4,236,2,4
MGB,MLA,2,4,236,2,4
GRUENE,MLA,1,1,236,2,4
SPD,MLA,1,1,236,2,4
LINKE,MLA,1,1,236,2,4
GRUENE,MLA,8,1,236,2,4
SPD,MLA,8,1,236,2,4
GRUENE,MLA,1,1,236,2,4
SPD,MLA,1,1,236,2,4
MGB,MLA,2,4,236,2,4
GRUENE,MLA,1,1,236,2,4
SPD,MLA,1,1,236,2,4
FDP,MLA,1,1,236,2,4
LINKE,MLA,1,1,236,2,4
AFD,MLA,1,1,236,2,4
CDU,MLA,1,1,236,2,4
CDU,ALE,1,1,236,2,4
CDU,ALE,1,1,236,2,4
AFD,ALE,2,2,236,2,4
CDU,ALE,1,1,236,2,4
CDU,ALE,1,1,236,2,4
CDU,KDG,1,1,236,2,3
AFD,KDG,1,1,236,2,3
CDU,KDG,1,1,236,2,2
SPD,KDG,1,1,236,2,2
GRUENE,KDG,1,1,236,2,2
FDP,KDG,1,1,236,2,2
AFD,KDG,1,1,236,2,2
LINKE,KDG,1,1,236,2,2
NOPARTY,KDG,1,1,236,2,2
AFD,SKE,1,1,236,2,2
AFD,SKE,1,1,236,2,2
SPD,FFT,1,1,236,2,2
SPD,FFT,1,1,236,2,2
SPD,FFT,1,1,236,2,2
CDU,FFT,1,1,236,2,2
FDP,FFT,1,1,236,2,2
GRUENE,FFT,1,1,236,2,2
LINKE,FFT,1,1,236,2,2
FDP,BS,1,1,236,2,2
FDP,BS,1,1,236,2,2
GRUENE,BS,1,1,236,2,2
LINKE,BS,1,1,236,2,2
UTH,BS,1,1,236,2,2
FDP,BS,1,1,236,2,2
GRUENE,BS,1,1,236,2,2
FDP,BS,1,1,236,2,2
GRUENE,BS,1,1,236,2,2
FDP,BS,1,1,236,2,2
GRUENE,BS,1,1,236,2,2
CDU,BS,1,1,236,2,2
LINKE,BS,1,1,236,2,2
SPD,BS,1,1,236,2,2
FDP,BS,1,1,236,2,2
MOE,BS,1,1,236,2,2
LINKE,MAR,1,1,236,2,2
LINKE,MAR,1,1,236,2,2
FDP,MAR,1,1,236,2,2
GRUENE,MAR,1,1,236,2,2
LINKE,MAR,1,1,236,2,2
FDP,MAR,1,1,236,2,2
GRUENE,MAR,1,1,236,2,2
LINKE,MAR,1,1,236,2,2
FDP,MAR,1,1,236,2,2
GRUENE,MAR,1,1,236,2,2
LINKE,MAR,1,1,236,2,2
LINKE,MAR,1,1,236,2,2
FDP,MAR,1,1,236,2,2
GRUENE,MAR,1,1,236,2,2
GRUENE,IMI,1,1,236,2,2
GRUENE,IMI,1,1,236,2,2
FDP,IMI,1,1,236,2,2
LINKE,IMI,1,1,236,2,2
GRUENE,IMI,1,1,236,2,2
FDP,IMI,1,1,236,2,2
LINKE,IMI,1,1,236,2,2
GRUENE,IMI,1,1,236,2,2
FDP,IMI,1,1,236,2,2
LINKE,IMI,1,1,236,2,2
GRUENE,IMI,1,1,236,2,2
FDP,IMI,1,1,236,2,2
LINKE,IMI,1,1,236,2,2
CDU,VU,1,1,236,2,2
SPD,VU,1,1,236,2,2
CDU,VU,1,1,236,2,2
SPD,VU,1,1,236,2,2
LINKE,VU,1,1,236,2,2
FDP,VU,1,1,236,2,2
GRUENE,VU,1,1,236,2,2
AFD,VU,1,1,236,2,2
CDU,VU,1,1,236,2,2
CDU,VU,1,1,236,2,2
SPD,VU,1,1,236,2,2
AWA,VU,1,1,236,2,2
GRUENE,KVN,1,1,236,2,2
CDU,KVN,1,1,236,2,2
SPD,KVN,1,1,236,2,2
LINKE,KVN,1,1,236,2,2
FDP,KVN,1,1,236,2,2
GRUENE,KVN,1,1,236,2,2
AFD,KVN,1,1,236,2,2
CDU,KVN,1,1,236,2,2
SPD,KVN,1,1,236,2,2
LINKE,KVN,1,1,236,2,2
FDP,KVN,1,1,236,2,2
GRUENE,KVN,1,1,236,2,2
AFD,KVN,1,1,236,2,2
LINKE,KVN,1,1,236,2,2
FDP,KVN,1,1,236,2,2
GRUENE,KVN,1,1,236,2,2
LINKE,KVN,1,1,236,2,2
FDP,KVN,1,1,236,2,2
GRUENE,KVN,1,1,236,2,2
SPD,KVN,1,1,236,2,2
FDP,KVN,1,1,236,2,2
GRUENE,KVN,1,1,236,2,2
NIMO,KVN,1,1,236,2,2
CDU,KVN,1,1,236,2,2
SPD,KVN,1,1,236,2,2
LINKE,KVN,1,1,236,2,2
FDP,KVN,1,1,236,2,2
GRUENE,KVN,1,1,236,2,2
ALG,KVN,1,1,236,2,2
SPD,MOE,1,1,236,2,2
AFD,MOE,2,4,236,2,2
FFT,MOE,1,1,236,2,2
SPD,MOE,1,1,236,2,2
CDU,MOE,1,1,236,2,2
LINKE,MOE,1,1,236,2,2
CDU,ATH,1,1,236,2,2
KVN,ATH,2,2,236,2,2
KVN,ATH,2,2,236,2,2
KVN,ATH,2,4,236,2,2
KVN,ATH,2,2,236,2,2
CDU,ATH,1,1,236,2,2
FFT,ATH,1,1,236,2,2
CDU,ALAE,1,1,236,2,4
GRUENE,ALAE,8,4,236,2,4
OK,ALAE,2,2,236,2,4
GRUENE,ALAE,2,2,236,2,4
OK,ALAE,2,4,236,2,4
CDU,ALAE,1,1,236,2,4
KD,ALAE,2,2,236,2,4
TG,ALAE,2,2,236,2,4
SPD,ALAE,2,2,236,2,4
GRUENE,ALAE,2,2,236,2,4
CDU,ALAE,1,1,236,2,4
KD,ALAE,2,4,236,2,4
DIJA,ALAE,3,4,236,2,4
GRUENE,ALAE,2,2,236,2,4
TG,ALAE,2,2,236,2,4
OK,ALAE,2,2,236,2,4
SPD,ALAE,1,1,236,2,4
SPD,ALAE,2,2,236,2,4
SPD,ALAE,2,2,236,2,4
TG,ALAE,2,2,236,2,4
SPD,ALAE,8,4,236,2,4
TG,ALAE,2,4,236,2,4
GRUENE,ALAE,1,1,236,2,4
KD,ALAE,2,2,236,2,4
GRUENE,ALAE,3,2,236,2,4
CDU,ALAE,1,1,236,2,4
OK,ALAE,2,4,236,2,4
KD,ALAE,2,2,236,2,4
GRUENE,ALAE,2,2,236,2,4
KD,ALAE,4,4,236,2,4
CDU,ALAE,1,1,236,2,4
FDP,ALAE,1,1,236,2,4
AFD,ALAE,1,1,236,2,4
SPD,ALAE,8,4,236,2,4
CDU,ALAE,1,1,236,2,4
TG,ALAE,2,4,236,2,4
AFD,LEER,1,1,236,2,4
AFD,LEER,1,1,236,2,4
AFD,LEER,8,1,236,2,4
KD,LEER,2,2,236,2,4
AFD,LEER,1,1,236,2,4
KD,LEER,2,2,236,2,4
AFD,LEER,1,1,236,2,4
AFD,LEER,1,1,236,2,4
AFD,LEER,1,1,236,2,4
KD,LEER,2,2,236,2,4
TG,LEER,2,2,236,2,4
AFD,LEER,1,1,236,2,4
TG,LEER,2,2,236,1,4
TG,LEER,2,2,236,1,4
TG,LEER,2,3,236,1,12
TG,LEER,2,3,236,1,12
AFD,LEER,1,1,236,2,4
TG,LEER,4,4,236,2,4
AFD,LEER,1,1,236,2,4
AFD,LEER,1,1,236,2,4
AFD,LEER,1,1,236,2,4
TG,LEER,2,2,236,2,4
SMU,LEER,2,2,236,2,4
SPD,BW,1,1,236,2,4
SPD,BW,1,1,236,2,4
SPD,BW,1,1,236,2,4
SPD,BW,1,1,236,2,4
SPD,BW,1,1,236,2,4
FDP,RHO,1,1,236,2,4
FDP,RHO,1,1,236,2,4
CDU,RHO,1,1,236,2,4
KD,RHO,2,2,236,2,4
FDP,RHO,1,1,236,2,4
JM,RHO,1,1,236,2,4
FDP,RHO,1,1,236,2,4
BL,RHO,1,1,236,2,4
FDP,RHO,1,1,236,2,4
LINKE,PM,1,1,236,2,6
LINKE,PM,1,1,236,2,6
LINKE,PM,1,1,236,2,6
LINKE,PM,1,1,236,2,6
LINKE,PM,1,1,236,2,6
LINKE,PM,1,1,236,2,6
LINKE,PM,1,1,236,2,6
LINKE,PM,1,1,236,2,6
SPD,PM,1,1,236,2,6
GRUENE,PM,1,1,236,2,6
LINKE,PM,1,1,236,2,6
KD,PM,2,1,236,2,6
GRUENE,PM,2,3,236,2,6
LINKE,PM,1,1,236,2,6
CDU,DCL,1,1,236,2,4
KD,DCL,2,2,236,2,4
KD,DCL,2,2,236,2,4
GRUENE,DCL,2,2,236,2,4
KD,DCL,2,2,236,2,4
CDU,DCL,1,1,236,2,4
KD,DCL,2,2,236,2,4
KD,DCL,2,2,236,2,4
CDU,DCL,1,1,236,2,4
OK,DCL,4,4,236,2,4
BB,DCL,2,2,236,2,4
TG,DCL,2,2,236,2,4
TG,DCL,2,2,236,2,4
CDU,DCL,1,1,236,2,4
FDP,DMK,1,1,236,2,4
FDP,DMK,1,1,236,2,4
FDP,DMK,1,1,236,2,4
JSH,DMK,2,2,236,2,4
FDP,DMK,1,1,236,2,4
FDP,DMK,1,1,236,2,4
FDP,DMK,1,1,236,2,4
FDP,DMK,1,1,236,2,4
FDP,DMK,1,1,236,2,4
FDP,DMK,1,1,236,2,4
JSH,DMK,4,4,236,2,4
FDP,DMK,1,1,236,2,4
CDU,DMK,1,1,236,2,4
SPD,DMK,1,1,236,2,4
GRUENE,DMK,1,1,236,2,4
LINKE,DMK,1,1,236,2,4
AFD,DMK,1,1,236,2,4
SPD,TG,1,1,236,2,4
SPD,TG,1,1,236,2,12
SPD,TG,1,1,236,2,12
SPD,TG,1,1,236,2,12
CDU,TG,1,1,236,2,12
KD,TG,2,2,236,2,12
SPD,TG,1,1,236,2,2
SMU,TG,2,2,236,2,2
SPD,TG,1,1,236,2,2
SPD,TG,1,1,236,2,2
SPD,TG,1,1,236,2,2
GRUENE,KD,1,1,236,2,12
GRUENE,KD,1,1,236,2,12
CDU,KD,2,2,236,2,12
GRUENE,KD,1,1,236,2,12
GRUENE,KD,1,1,236,2,12
GRUENE,KD,1,1,236,2,12
FSI,KD,2,2,236,2,12
CDU,BL,1,1,236,2,4
KD,BL,2,2,236,2,4
SS,BL,2,2,236,2,4
SS,BL,2,2,236,2,4
CDU,BL,1,1,236,2,4
RLE,MB,1,1,236,2,4
TG,MB,3,2,236,2,4
COR,MB,1,1,236,2,4
LINKE,MB,1,1,236,2,4
COR,MB,1,1,236,2,4
DAKO,MB,1,1,236,2,4
SMU,MB,4,4,236,2,4
SPD,JSH,1,1,236,2,12
SPD,JSH,1,1,236,2,12
SPD,JSH,1,1,236,2,12
LINKE,JSH,1,1,236,2,12
SMU,JSH,4,4,236,2,12
SPD,JSH,1,1,236,2,12
CHH,JSH,4,2,236,2,12
SPD,JSH,1,1,236,2,12
LINKE,JSH,1,1,236,2,12
KD,JSH,1,1,236,2,12
SMU,JSH,2,4,236,2,12
SPD,JSH,1,1,236,2,12
KD,JSH,2,2,236,2,12
SPD,JSH,1,1,236,2,12
SPD,JSH,1,1,236,2,12
CDU,JSH,1,1,236,2,12
SPD,JSH,1,1,236,2,12
SPD,JSH,1,1,236,2,12
LINKE,NIGO,1,1,236,2,6
LINKE,NIGO,1,1,236,2,6
GRUENE,NIGO,1,1,236,2,6
LINKE,NIGO,1,1,236,2,6
KAGE,NIGO,1,1,236,2,6
LINKE,NIGO,1,1,236,2,6
GRUENE,NIGO,1,1,236,2,6
OLKA,NIGO,2,2,236,2,6
OLKA,NIGO,2,2,236,2,6
LINKE,NIGO,1,1,236,2,6
LINKE,NIGO,1,1,236,2,6
TS,NIGO,1,1,236,2,6
KAGE,NIGO,1,1,236,2,6
LINKE,NIGO,1,1,236,2,6
LINKE,NIGO,1,1,236,2,6
CDU,ANKA,1,1,236,2,6
CDU,ANKA,1,1,236,2,6
NIGO,ANKA,2,2,236,2,6
KAGE,ANKA,2,2,236,2,6
KAGE,ANKA,2,2,236,2,6
CDU,ANKA,1,1,236,2,6
KAGE,ANKA,4,3,236,2,6
CDU,ANKA,1,1,236,2,6
NIGO,ANKA,2,2,236,2,6
CDU,ANKA,1,1,236,2,6
NIGO,ANKA,4,4,236,2,6
CDU,ANKA,1,1,236,2,6
ALR,ANKA,2,1,236,2,6
ALR,ANKA,2,1,236,2,6
CDU,ANKA,1,1,236,2,6
CDU,ANKA,1,1,236,2,6
NIGO,ANKA,2,2,236,2,6
KAGE,ANKA,2,2,236,1,6
KAGE,ANKA,2,2,236,1,6
CDU,ANKA,1,1,236,2,6
ANKA,KAGE,5,2,236,1,6
ANKA,KAGE,5,3,236,2,6
CDU,ANKA,1,1,236,2,6
CDU,ANKA,1,1,236,2,6
SL,ANKA,2,2,236,2,6
NIGO,ANKA,4,3,236,2,6
CDU,ANKA,1,1,236,2,6
KT,ANKA,2,2,236,2,6
CDU,ANKA,1,1,236,2,6
AFD,GF,1,1,236,2,13
LINKE,GF,8,4,236,2,13
AFD,GF,1,1,236,2,13
CDU,GF,1,1,236,2,13
AFD,GF,1,1,236,2,13
RLE,GF,2,2,236,2,13
AFD,GF,1,1,236,2,13
AFD,GF,1,1,236,2,13
CDU,WS,1,1,235,2,7
SPD,WS,1,1,235,2,7
AFD,WS,1,1,235,2,7
FDP,WS,1,1,235,2,7
GRUENE,WS,1,1,235,2,7
LINKE,WS,1,1,235,2,7
CDU,WS,1,1,235,2,7
SPD,WS,1,1,235,2,7
AFD,WS,1,1,235,2,7
FDP,WS,1,1,235,2,7
GRUENE,WS,1,1,235,2,7
LINKE,WS,2,2,235,2,7
TP,WS,1,1,235,2,7
SPD,AOE,1,1,235,2,7
SPD,AOE,1,1,235,2,7
CDU,AOE,1,1,235,2,7
FDP,AOE,1,1,235,2,7
GRUENE,AOE,1,1,235,2,7
LINKE,AOE,1,1,235,2,7
SPD,AOE,1,1,235,2,7
CDU,AOE,1,1,235,2,7
GRUENE,AOE,1,1,235,2,7
SPD,AOE,1,1,235,2,7
CDU,APH,1,1,235,2,7
AFD,APH,3,2,235,2,7
LINKE,APH,1,1,235,2,7
AFD,APH,2,4,235,2,7
BH,APH,1,1,235,2,7
AFD,AKK,1,1,235,2,7
CDU,AKK,1,1,235,2,7
SPD,AKK,1,1,235,2,7
FDP,AKK,1,1,235,2,7
GRUENE,AKK,2,3,235,2,7
APH,AKK,1,1,235,2,7
CDU,AKK,1,1,235,2,7
SPD,AKK,1,1,235,2,7
BDS,AKK,1,1,235,2,7
CDU,AKK,1,1,235,2,7
SPD,AKK,1,1,235,2,7
BDS,AKK,2,3,235,2,7
TP,AKK,1,1,235,2,7
CDU,AKK,1,1,235,2,7
SPD,AKK,1,1,235,2,7
FDP,AKK,1,1,235,2,7
GRUENE,AKK,1,1,235,2,7
CDU,AKK,1,1,235,2,7
SPD,BDS,1,1,235,2,7
FDP,BDS,1,1,235,2,7
CDU,BDS,1,1,235,2,7
SPD,BDS,1,1,235,2,7
FDP,BDS,1,1,235,2,7
CDU,BDS,1,1,235,2,7
GRUENE,BDS,1,1,235,2,7
SPD,BDS,1,1,235,2,7
LINKE,BDS,1,1,235,2,7
APH,BDS,1,1,235,2,7
FDP,BDS,1,1,235,2,7
CDU,BDS,1,1,235,2,7
SPD,DB,1,1,235,2,7
LINKE,DB,1,1,235,2,7
LINKE,DB,1,1,235,2,7
LINKE,DB,1,1,235,2,7
LINKE,DB,2,2,235,2,7
APH,DB,1,1,235,2,7
LINKE,DB,1,1,235,2,7
LINKE,DB,2,3,235,2,7
CHS,DB,1,1,235,2,7
LINKE,DB,1,1,235,2,7
LINKE,DB,1,1,235,2,7
LINKE,ON,2,1,235,2,7
AGL,ON,2,3,235,2,7
HH,ON,1,1,235,2,7
GRUENE,ON,1,1,235,2,7
SPD,ON,1,1,235,2,7
FDP,ON,1,1,235,2,7
CDU,ON,1,1,235,2,7
GRUENE,ON,1,1,235,2,7
LINKE,ON,1,1,235,2,7
BH,ON,1,1,235,2,7
GRUENE,ON,1,1,235,2,7
CDU,ON,1,1,235,2,7
SPD,ON,1,1,235,2,7
UL,ON,1,1,235,2,7
GRUENE,ON,1,1,235,2,7
GRUENE,ON,1,1,235,2,7
GRUENE,ON,1,1,235,2,7
LINKE,ON,1,1,235,2,7
GRUENE,ON,1,1,235,2,7
SPD,HM,1,1,235,2,7
SPD,HM,1,1,235,2,7
CDU,HM,1,1,235,2,7
FDP,HM,1,1,235,2,7
GRUENE,HM,1,1,235,2,7
LINKE,HM,1,1,235,2,7
AGE,HM,2,3,235,2,7
APH,HM,1,1,235,2,7
SPD,HM,1,1,235,2,7
SPD,HM,2,2,235,2,7
AFD,HM,1,1,235,2,7
SPD,HM,1,1,235,2,7
GRUENE,HM,2,3,235,2,7
HH,HM,1,1,235,2,7
SPD,HM,1,1,235,2,7
CDU,HM,8,4,235,2,7
GO,HM,1,1,235,2,7
SPD,HM,1,1,235,2,7
CDU,HM,1,1,235,2,7
GRUENE,HM,1,1,235,2,7
SPD,HM,1,1,235,2,7
CDU,HM,1,1,235,2,7
FDP,HM,2,3,235,2,7
HH,HM,1,1,235,2,7
SPD,HM,1,1,235,2,7
CDU,HM,1,1,235,2,7
FDP,HM,2,1,235,2,7
FS,HM,2,3,235,2,7
BVS,HM,2,3,235,2,7
NSCH,RL,2,2,235,2,7
AFD,RL,1,1,235,2,7
AGL,RL,2,2,235,2,7
AGL,RL,2,3,235,2,7
AFD,RL,1,1,235,2,7
AFD,RL,1,1,235,2,7
DDR,RL,5,3,235,2,7
ELMO,RL,5,3,235,2,7
DDR,RL,2,2,235,2,7
AFD,RL,1,1,235,2,7
ELMO,RL,2,3,235,2,7
AFD,RL,1,1,235,2,7
AFD,RL,1,1,235,2,7
APH,JDW,2,2,235,2,7
CDU,JDW,1,1,235,2,7
SPD,JDW,1,1,235,2,7
GRUENE,JDW,1,1,235,2,7
CDU,JDW,1,1,235,2,7
SPD,JDW,1,1,235,2,7
APH,JDW,2,3,235,2,7
CDU,JDW,1,1,235,2,7
SPD,JDW,1,1,235,2,7
GRUENE,JDW,1,1,235,2,7
FDP,JDW,1,1,235,2,7
AFD,JDW,2,3,235,2,7
APH,JDW,2,1,235,2,7
CDU,JDW,1,1,235,2,7
SPD,JDW,1,1,235,2,7
GRUENE,JDW,1,1,235,2,7
CDU,JDW,1,1,235,2,7
SPD,JDW,1,1,235,2,7
GRUENE,JDW,1,1,235,2,7
FDP,JDW,1,1,235,2,7
CDU,JDW,1,1,235,2,7
SPD,JDW,1,1,235,2,7
CDU,JDW,1,1,235,2,7
SPD,JDW,1,1,235,2,7
SPD,FRFE,1,1,235,2,7
CDU,FRFE,1,1,235,2,7
FDP,FRFE,1,1,235,2,7
GRUENE,FRFE,1,1,235,2,7
SPD,FRFE,1,1,235,2,7
CDU,FRFE,1,1,235,2,7
FDP,FRFE,1,1,235,2,7
GRUENE,FRFE,1,1,235,2,7
CDU,HO,1,1,235,2,7
CDU,HO,1,1,235,2,7
SPD,HO,1,1,235,2,7
FDP,HO,1,1,235,2,7
GRUENE,HO,1,1,235,2,7
CDU,HO,1,1,235,2,7
TP,HO,2,3,235,2,7
CDU,HO,1,1,235,2,7
SPD,HO,1,1,235,2,7
SPD,CHMA,1,1,235,2,7
MG,CHMA,1,1,235,2,7
TP,CHMA,2,1,235,2,7
FG,CHMA,2,3,235,2,7
