from,to,kommentar,tonalität,zeit,folge,thema
JML,MBU,5,2,3,2,10
CDU,JML,1,1,3,2,10
MBU,JML,2,2,3,2,10
MBU,JML,2,1,3,2,10
MBU,JML,2,1,3,2,10
CDU,JML,1,1,3,2,10
MBU,JML,2,2,3,2,10
GRUENE,JML,2,2,3,2,10
MR,JML,2,2,3,2,10
CDU,JML,1,1,3,2,10
BVS,KL,2,2,3,2,10
CDU,KL,2,3,3,2,10
AFD,KL,2,3,3,2,10
SPD,KL,1,1,3,2,10
GRUENE,KL,1,1,3,2,10
FDP,KL,1,1,3,2,10
JML,KL,5,2,3,2,10
CDU,JML,1,1,3,2,10
CS,JML,2,3,3,2,10
CDU,JML,1,1,3,2,10
HB,JML,2,3,3,2,10
CDU,JML,1,1,3,2,10
CDU,JML,1,1,3,2,10
JF,JML,1,1,3,2,10
CDU,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
CDU,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
CDU,DW,1,1,3,2,10
LINKE,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
NK,DW,2,2,3,2,10
GF,DW,2,4,3,2,10
NK,DW,2,2,3,2,10
SPD,DW,1,1,3,2,10
CDU,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
TF,DW,2,3,3,2,10
SPD,DW,1,1,3,2,10
CR,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
JML,DW,4,2,3,1,10
MBU,JML,2,3,3,2,10
CDU,JML,1,1,3,2,10
DW,JML,5,2,3,2,10
SPD,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
AD,DW,2,3,3,1,10
AD,DW,2,3,3,1,10
AD,DW,2,2,3,1,10
FDP,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
AD,DW,2,2,3,1,10
AD,DW,2,2,3,1,10
FDP,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
FDP,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
BH,DW,2,3,3,2,10
MR,DW,4,2,3,1,10
AD,MR,2,3,3,1,10
BH,AD,7,2,3,1,10
AUL,AD,2,3,3,1,10
SB,AD,2,3,3,2,10
TF,MR,2,3,3,2,10
TF,MR,2,3,3,1,10
GRUENE,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
RBO,DW,4,2,3,1,10
RBH,RBO,2,4,3,1,10
AD,RBO,2,2,3,1,10
SPD,RBO,2,3,3,1,10
GRUENE,RBO,2,3,3,1,10
DW,MR,5,1,3,2,10
MGB,DW,2,4,3,1,10
FDP,DW,1,1,3,2,10
SPD,DW,1,1,3,2,10
GRUENE,DW,1,1,3,2,10
CDU,DW,1,1,3,2,10
LINKE,DW,1,1,3,2,10
CDU,JML,1,1,3,2,10
CDU,JML,1,1,3,2,10
CDU,SLA,1,1,3,2,4
CDU,SLA,1,1,3,2,4
CDU,SLA,1,1,3,2,4
CDU,SLA,1,1,3,2,4
CDU,SLA,1,1,3,2,4
SLA,UB,1,1,3,2,4
GRUENE,UB,1,1,3,2,4
SPD,UB,1,1,3,2,4
FDP,UB,1,1,3,2,4
GRUENE,UB,1,1,3,2,4
SPD,UB,1,1,3,2,4
SPD,UB,1,1,3,2,4
SPD,UB,1,1,3,2,6
GRUENE,UB,1,1,3,2,6
FDP,UB,1,1,3,2,6
GRUENE,ED,1,1,3,2,4
SPD,ED,1,1,3,2,4
FDP,ED,1,1,3,2,4
FDP,ED,2,1,3,2,4
FDP,ED,1,1,3,2,1
GRUENE,ED,1,1,3,2,1
SPD,ED,1,1,3,2,1
FDP,ED,1,1,3,2,1
GRUENE,ED,1,1,3,2,1
SPD,ED,1,1,3,2,1
SLA,ED,2,2,3,2,4
SPD,ED,1,1,3,2,4
FDP,ED,1,1,3,2,4
GRUENE,ED,1,1,3,2,4
SLA,ED,4,2,3,2,4
FDP,ED,1,1,3,2,13
GRUENE,ED,1,1,3,2,13
SPD,ED,1,1,3,2,13
SMU,PH,2,3,3,2,4
SLA,PH,4,3,3,1,1
CDU,SLA,1,1,3,2,1
ED,SLA,2,3,3,2,4
CDU,SLA,1,1,3,2,4
ED,SLA,2,3,3,2,4
CDU,SLA,1,1,3,2,4
PH,SLA,5,2,3,2,4
SMU,PH,2,3,3,2,4
FDP,PH,1,1,3,2,4
GRUENE,PH,1,1,3,2,4
SPD,PH,1,1,3,2,4
FDP,PH,1,1,3,2,4
GRUENE,PH,1,1,3,2,4
SMU,PH,2,3,3,2,4
SLA,PH,2,4,3,2,4
SMU,PH,2,3,3,2,4
FDP,PH,1,1,3,2,13
SMU,PH,2,3,3,2,13
SPD,PH,1,1,3,2,13
FDP,PH,1,1,3,2,13
GRUENE,PH,1,1,3,2,13
SPD,PH,1,1,3,2,13
FDP,PH,1,1,3,2,13
AFD,NIHO,1,1,3,2,13
MHE,NIHO,1,1,3,2,13
AFD,NIHO,1,1,3,2,13
AFD,NIHO,1,1,3,2,13
MSC,NIHO,2,4,3,2,13
AFD,NIHO,1,1,3,2,13
AFD,NIHO,1,1,3,2,9
AFD,NIHO,1,1,3,2,9
AFD,NIHO,1,1,3,2,9
MSC,NIHO,2,4,3,2,9
LINKE,NIGO,1,1,3,2,13
MSC,NIGO,2,3,3,2,13
ED,NIGO,1,1,3,2,13
LINKE,NIGO,1,1,3,2,9
SPD,NIGO,1,1,3,2,9
GRUENE,NIGO,1,1,3,2,9
SLA,NIGO,4,2,3,1,9
CDU,SLA,1,1,3,2,9
MSC,SLA,2,3,3,2,13
NIGO,SLA,5,2,3,2,9
LINKE,NIGO,1,1,3,2,9
SPD,NIGO,1,1,3,2,9
LINKE,NIGO,1,1,3,2,9
SPD,NIGO,1,1,3,2,9
GRUENE,NIGO,1,1,3,2,9
LINKE,NIGO,1,1,3,2,13
CDU,SIBR,1,1,3,2,13
CDU,SIBR,1,1,3,2,4
CDU,SIBR,1,1,3,2,4
CDU,SIBR,1,1,3,2,4
ED,SIBR,4,2,3,1,1
GRUENE,ED,1,1,3,2,1
SIBR,ED,5,2,3,2,1
CDU,SIBR,1,1,3,2,1
MG,SIBR,2,1,3,2,1
CDU,SIBR,1,1,3,2,4
CDU,SIBR,1,1,3,2,4
CDU,SIBR,1,1,3,2,4
ED,CDU,2,4,3,2,4
SPD,MLV,1,1,3,2,13
SPD,MLV,1,1,3,2,4
FDP,MLV,1,1,3,2,4
SPD,MLV,1,1,3,2,4
FDP,MLV,1,1,3,2,4
SPD,MLV,1,1,3,2,4
FDP,MLV,1,1,3,2,9
GRUENE,MLV,1,1,3,2,9
SPD,MLV,1,1,3,2,9
SPD,MLV,1,1,3,2,1
GRUENE,MLV,1,1,3,2,1
SPD,MLV,1,1,3,2,9
SLA,MLV,2,4,3,2,9
FDP,MLV,1,1,3,2,9
GRUENE,MLV,1,1,3,2,9
SPD,MLV,1,1,3,2,9
CDU,CHH,1,1,3,2,1
CDU,CHH,1,1,3,2,13
MSC,CHH,2,3,3,2,13
CDU,CHH,1,1,3,2,9
GRUENE,MKS,1,1,3,2,1
GRUENE,MKS,1,1,3,2,10
SPD,MKS,1,1,3,2,10
FDP,MKS,1,1,3,2,10
SPD,SD,1,1,3,2,10
MSC,SD,2,1,3,2,10
SPD,SD,1,1,3,2,1
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
CDU,DMO,1,1,3,2,10
FDP,KKL,1,1,3,2,10
FDP,KKL,1,1,3,2,10
CDU,KKL,1,1,3,2,10
FDP,KKL,1,1,3,2,10
SPD,KKL,1,1,3,2,10
AFD,KUZ,1,1,3,2,4
AFD,KUZ,1,1,3,2,10
LINKE,GL,1,1,3,2,10
LINKE,GL,1,1,3,2,10
TSO,GL,2,2,3,2,10
LINKE,GL,1,1,3,2,6
LINKE,GL,1,1,3,2,10
LINKE,GL,1,1,3,2,1
CDU,SP,1,1,3,2,1
MSC,SP,2,2,3,2,1
CDU,SP,1,1,3,2,1
MSC,SP,2,3,3,2,1
AGL,SP,2,3,3,2,1
FDP,TM,1,1,3,2,1
FDP,TM,1,1,3,2,1
GRUENE,TM,1,1,3,2,1
OK,TM,2,1,3,2,1
FDP,TM,1,1,3,2,1
GRUENE,TM,1,1,3,2,1
SPD,TM,1,1,3,2,1
SPD,CK,1,1,3,2,8
AA,CK,2,3,3,2,8
SPD,CK,1,1,3,2,8
GRUENE,CK,1,1,3,2,8
SPD,CK,1,1,3,2,8
SBR,CK,2,2,3,2,8
FGU,CK,2,2,3,2,8
SBR,CK,2,2,3,2,1
TM,CK,1,1,3,2,8
SBR,CK,2,1,3,2,1
JSCH,CK,2,2,3,2,1
GRUENE,CK,1,1,3,2,8
SPD,CK,1,1,3,2,8
SBR,CK,2,1,3,2,8
GRUENE,CK,1,1,3,2,8
SPD,CK,1,1,3,2,8
FDP,CK,1,1,3,2,8
GRUENE,CK,1,1,3,2,8
SPD,CK,1,1,3,2,8
FDP,CK,1,1,3,2,8
CDU,SBR,1,1,3,2,8
MSC,SBR,2,4,3,2,8
CDU,SBR,1,1,3,2,8
CDU,SBR,1,1,3,2,8
FDP,SBR,2,3,3,2,8
AGL,SBR,2,4,3,2,8
AGL,SBR,2,2,3,2,8
CDU,SBR,1,1,3,2,8
OK,SBR,2,2,3,2,8
HE,SBR,2,4,3,2,8
OK,SBR,2,4,3,2,8
CDU,SBR,1,1,3,2,8
HE,SBR,2,4,3,2,8
GRUENE,SBR,2,3,3,2,8
FDP,SBR,2,3,3,2,8
REK,SBR,2,4,3,2,8
CDU,SBR,1,1,3,2,8
GCH,SBR,2,4,3,2,8
HE,SBR,2,4,3,2,8
GRUENE,ONI,1,1,3,2,14
SPD,ONI,1,1,3,2,14
KKL,ONI,1,1,3,2,14
SBR,ONI,2,1,3,2,8
GRUENE,ONI,1,1,3,2,8
SPD,ONI,1,1,3,2,8
FDP,ONI,1,1,3,2,8
SBR,ONI,2,2,3,2,8
GRUENE,ONI,1,1,3,2,8
KKL,ONI,1,1,3,2,8
GRUENE,ONI,1,1,3,2,8
SPD,ONI,1,1,3,2,8
FDP,ONI,1,1,3,2,8
GRUENE,ONI,1,1,3,2,8
SPD,ONI,1,1,3,2,8
GRUENE,ONI,1,1,3,2,8
SB,ONI,2,3,3,2,8
FDP,ONI,1,1,3,2,8
GRUENE,ONI,1,1,3,2,8
SPD,ONI,1,1,3,2,8
AFD,KS,1,1,3,2,8
PS,KS,2,3,3,2,8
AFD,KS,1,1,3,2,8
LINKE,CG,1,1,3,2,8
LINKE,CG,1,1,3,2,8
TM,CG,2,2,3,2,1
LINKE,CG,1,1,3,2,1
LINKE,CG,1,1,3,2,8
KG,SUMI,2,3,3,2,1
KG,SUMI,4,3,3,2,8
SPD,SUMI,1,1,3,2,8
SPD,SUMI,1,1,3,2,8
GRUENE,SUMI,1,1,3,2,8
FDP,SUMI,1,1,3,2,8
KG,SUMI,4,2,3,1,1
AFD,KG,1,1,3,2,1
SUMI,KG,5,2,3,2,1
SPD,SUMI,1,1,3,2,1
GRUENE,SUMI,1,1,3,2,1
FDP,SUMI,1,1,3,2,1
CDU,AA,1,1,3,2,12
MSC,AA,2,4,3,2,12
MSC,AA,2,2,3,2,8
SB,AA,2,2,3,2,1
CDU,AA,1,1,3,2,1
OK,AA,2,4,3,2,1
SB,AA,2,3,3,2,12
AGL,AA,2,2,3,2,12
OK,AA,2,4,3,2,12
MSC,AA,2,3,3,2,8
SPD,AA,2,3,3,2,8
CDU,AA,1,1,3,2,8
OK,AA,2,2,3,2,8
ZN,MAHE,2,2,3,2,3
MWB,MAHE,2,4,3,2,3
AFD,MAHE,1,1,3,2,7
AFD,MAHE,1,1,3,2,7
AFD,MAHE,1,1,3,2,7
AFD,MAHE,1,1,3,2,7
SB,UG,2,2,3,2,3
SB,UG,2,2,3,2,3
SPD,UG,1,1,3,2,3
GRUENE,UG,1,1,3,2,3
MAHE,UG,2,2,3,2,3
SPD,UG,1,1,3,2,3
GRUENE,UG,1,1,3,2,3
AG,UG,2,2,3,2,3
SB,UG,2,3,3,2,3
NK,UG,2,3,3,2,3
SPD,UG,1,1,3,2,3
GRUENE,UG,1,1,3,2,3
GRUENE,UG,1,1,3,2,3
SBR,UG,2,4,3,2,7
MAHE,UG,2,3,3,2,7
MAHE,UG,2,3,3,2,3
MMI,UG,1,1,3,2,3
SPD,UG,1,1,3,2,3
GRUENE,UG,1,1,3,2,3
SBR,MMI,2,4,3,2,3
NK,MMI,2,4,3,2,3
CDU,MMI,1,1,3,2,3
SPD,MMI,1,1,3,2,3
GRUENE,MMI,1,1,3,2,3
FDP,MMI,1,1,3,2,3
NK,MMI,2,4,3,2,3
MWB,MMI,2,2,3,2,3
ON,MMI,2,3,3,2,3
FSC,MMI,2,2,3,2,3
SBR,MMI,2,4,3,2,3
AG,MMI,2,4,3,2,3
NK,MMI,2,1,3,2,3
CDU,MMI,1,1,3,2,3
SBR,MMI,2,3,3,2,3
SBR,MMI,2,3,3,2,3
CDU,MMI,1,1,3,2,3
GRUENE,ON,1,1,3,2,3
CDU,ON,1,1,3,2,3
SPD,ON,1,1,3,2,3
FDP,ON,1,1,3,2,3
NK,ON,2,3,3,2,3
GRUENE,ON,1,1,3,2,3
GRUENE,ON,1,1,3,2,3
FDP,ON,1,1,3,2,3
SPD,ON,1,1,3,2,3
GRUENE,ON,1,1,3,2,3
FDP,ON,1,1,3,2,3
SPD,ON,1,1,3,2,3
GRUENE,ON,1,1,3,2,3
NK,ON,2,3,3,2,3
SPD,ON,1,1,3,2,3
GRUENE,ON,1,1,3,2,3
FDP,ON,1,1,3,2,3
NK,ON,2,3,3,2,3
SPD,ON,1,1,3,2,3
GRUENE,ON,1,1,3,2,3
FDP,ON,1,1,3,2,3
FDP,ON,1,1,3,2,3
FDP,LITE,1,1,3,2,3
CDU,LITE,1,1,3,2,3
FDP,LITE,1,1,3,2,3
FDP,LITE,1,1,3,2,7
FDP,LITE,1,1,3,2,3
SPD,LITE,1,1,3,2,3
NK,ZN,8,4,3,2,3
MAHE,ZN,2,3,3,2,3
LINKE,ZN,1,1,3,2,3
LINKE,ZN,1,1,3,2,7
LINKE,ZN,1,1,3,2,3
LINKE,ZN,1,1,3,2,3
LINKE,ZN,1,1,3,2,7
LINKE,ZN,1,1,3,2,7
SPD,FSC,1,1,3,2,3
NK,FSC,2,4,3,2,3
SBR,FSC,2,3,3,2,3
SPD,FSC,1,1,3,2,3
MITH,FSC,1,1,3,2,3
SBR,FSC,2,3,3,2,3
JT,FSC,1,1,3,2,3
NK,FSC,2,3,3,2,3
SPD,FSC,1,1,3,2,3
SBR,KLE,2,4,3,2,3
MAHE,KLE,2,2,3,2,3
SPD,KLE,1,1,3,2,3
CDU,KLE,2,4,3,2,3
CDU,KLE,1,1,3,2,3
SBR,KLE,2,3,3,2,3
SBR,KLE,2,3,3,2,3
SPD,KLE,1,1,3,2,3
ON,KLE,2,3,3,2,7
ON,KLE,2,4,3,2,3
CDU,KLE,1,1,3,2,3
CDU,KLE,1,1,3,2,3
AFD,NK,1,1,3,2,3
AFD,NK,1,1,3,2,3
ZN,NK,2,4,3,2,3
CG,NK,2,4,3,2,3
ZN,NK,2,2,3,2,3
MIBR,NK,2,3,3,2,3
AFD,NK,1,1,3,2,7
MAHE,EKA,2,2,3,2,7
SPD,EKA,1,1,3,2,7
NK,EKA,2,2,3,2,7
SBR,EKA,2,3,3,2,7
SPD,EKA,1,1,3,2,7
SPD,EKA,1,1,3,2,3
GRUENE,EKA,1,1,3,2,3
FDP,EKA,1,1,3,2,3
SBR,EKA,2,4,3,1,3
GKA,SBR,2,4,3,1,3
SBR,GKA,2,4,3,2,3
SPD,EKA,1,1,3,2,3
GRUENE,EKA,1,1,3,2,3
SBR,TER,2,3,3,2,3
CDU,TER,1,1,3,2,3
AFD,TER,1,1,3,2,3
CDU,TER,1,1,3,2,3
CDU,TER,1,1,3,2,3
LINKE,NIGO,1,1,3,2,13
JB,NIGO,2,2,3,2,13
LINKE,NIGO,1,1,3,2,13
LINKE,NIGO,1,1,3,2,9
LINKE,NIGO,1,1,3,2,10
LINKE,NIGO,1,1,3,2,10
LINKE,NIGO,1,1,3,2,10
SPD,UB,1,1,3,2,10
SPD,UB,1,1,3,2,10
GRUENE,UB,1,1,3,2,10
SPD,UB,1,1,3,2,13
NK,UB,2,4,3,2,13
GF,UB,2,4,3,2,13
GHU,UB,2,4,3,2,13
MBW,UB,2,3,3,2,13
SPD,UB,1,1,3,2,13
GRUENE,UB,1,1,3,2,13
FDP,UB,1,1,3,2,13
MWB,KST,2,4,3,2,13
MWB,KST,2,4,3,2,13
BVS,KST,2,3,3,2,10
CDU,KST,1,1,3,2,10
OLKA,KST,2,3,3,1,13
KAGE,KST,7,2,3,2,13
CDU,KST,1,1,3,2,13
MWB,KST,1,1,3,2,13
KAGE,KST,2,2,3,2,13
GKA,KST,2,2,3,2,13
GKA,KST,2,2,3,2,13
KAGE,KST,2,2,3,2,13
ALR,KST,2,1,3,2,10
SBO,KST,1,1,3,2,13
CDU,KST,1,1,3,2,10
GRUENE,KAGE,1,1,3,2,13
SPD,KAGE,1,1,3,2,13
FDP,KAGE,1,1,3,2,13
GRUENE,KAGE,1,1,3,2,13
SPD,KAGE,1,1,3,2,13
FDP,KAGE,1,1,3,2,13
GRUENE,KAGE,1,1,3,2,10
SPD,KAGE,1,1,3,2,10
JB,KAGE,1,1,3,2,10
FDP,KAGE,1,1,3,2,13
GRUENE,KAGE,1,1,3,2,13
SPD,KAGE,1,1,3,2,13
FDP,KAGE,1,1,3,2,13
GRUENE,KAGE,1,1,3,2,13
SPD,KAGE,1,1,3,2,13
GRUENE,KAGE,1,1,3,2,10
SPD,KAGE,1,1,3,2,10
JB,KAGE,1,1,3,2,10
GRUENE,KAGE,1,1,3,2,10
SPD,KAGE,1,1,3,2,10
FDP,KAGE,1,1,3,2,10
MWB,KAGE,1,1,3,2,10
GRUENE,KAGE,1,1,3,2,10
SPD,KAGE,1,1,3,2,10
SAL,KAGE,1,1,3,2,10
JB,KAGE,1,1,3,2,10
FDP,JB,1,1,3,2,13
SPD,JB,1,1,3,2,13
AT,JB,2,3,3,2,10
SPD,JB,1,1,3,2,10
FDP,JB,1,1,3,2,10
BVS,JB,2,2,3,2,10
FDP,JB,1,1,3,2,10
FDP,JB,1,1,3,2,10
FDP,JB,1,1,3,2,10
SPD,JB,1,1,3,2,10
GRUENE,JB,1,1,3,2,10
FDP,JB,1,1,3,2,10
SPD,JB,1,1,3,2,10
GRUENE,JB,1,1,3,2,10
KAGE,GF,2,3,3,2,10
JB,GF,2,3,3,2,10
KAGE,GF,2,4,3,2,10
AFD,GF,1,1,3,2,10
KAGE,GF,8,4,3,2,13
KAGE,GF,2,4,3,2,13
JB,GF,2,4,3,2,10
AFD,GF,1,1,3,2,13
KAGE,GF,2,4,3,2,13
NIGO,GF,2,3,3,2,13
GKA,GF,8,4,3,2,13
GKA,GF,2,3,3,2,13
FDP,GF,8,4,3,2,13
AFD,GF,1,1,3,2,13
SPD,JR,1,1,3,2,13
CDU,JR,1,1,3,2,13
GRUENE,JR,1,1,3,2,13
FDP,JR,1,1,3,2,13
LINKE,JR,1,1,3,2,13
GRUENE,JR,1,1,3,2,9
FDP,JR,1,1,3,2,9
SPD,JR,1,1,3,2,9
GRUENE,JR,1,1,3,2,13
FDP,JR,1,1,3,2,13
SPD,JR,1,1,3,2,13
BVS,JR,2,4,3,2,13
BVS,JR,2,4,3,1,13
AG,BVS,2,1,3,2,13
SPD,JR,1,1,3,2,13
GF,JR,2,4,3,1,13
FDP,JR,1,1,3,2,10
SPD,JR,1,1,3,2,10
GRUENE,JR,1,1,3,2,10
LINKE,JR,1,1,3,2,10
CDU,JR,1,1,3,2,10
SPD,JR,1,1,3,2,10
GRUENE,JR,1,1,3,2,10
FDP,JR,1,1,3,2,10
SPD,JR,1,1,3,2,10
GRUENE,JR,1,1,3,2,10
CG,SAL,2,2,3,2,13
CDU,SAL,1,1,3,2,13
GF,SAL,1,1,3,2,13
NIGO,SAL,2,4,3,1,13
GF,NIGO,7,2,3,2,13
HRE,SAL,2,4,3,1,13
ALR,SAL,2,1,3,1,10
CDU,SAL,1,1,3,2,13
CDU,SAL,1,1,3,2,13
SL,SAL,2,3,3,2,13
BVS,SAL,2,3,3,2,13
CDU,SAL,1,1,3,2,13
AFD,BB,1,1,1,2,15
MBU,BB,2,3,1,2,15
SPD,BB,2,3,1,2,15
GRUENE,BB,2,3,1,2,15
AFD,BB,1,1,1,2,14
JK,BB,2,4,1,2,14
AFD,BB,1,1,1,2,15
AFD,BB,1,1,1,2,15
SPD,BB,8,4,1,2,15
GRUENE,BB,8,4,1,2,15
LINKE,BB,8,4,1,2,15
AFD,BB,1,1,1,2,15
SPD,BB,8,4,1,2,14
GRUENE,BB,8,4,1,2,14
CDU,BB,8,4,1,2,14
AFD,BB,1,1,1,2,15
AFD,BB,1,1,1,2,15
SPD,CS,1,1,1,2,15
CDU,CS,1,1,1,2,15
GRUENE,CS,1,1,1,2,15
GC,CS,2,3,1,2,4
SPD,CS,1,1,1,2,15
CDU,CS,1,1,1,2,15
GRUENE,CS,1,1,1,2,15
FDP,CS,1,1,1,2,15
LINKE,CS,1,1,1,2,15
SPD,CS,1,1,1,2,15
CDU,CS,1,1,1,2,15
GRUENE,CS,1,1,1,2,15
FDP,CS,1,1,1,2,15
LINKE,CS,1,1,1,2,15
BB,CS,2,3,1,2,15
GC,CS,2,3,1,2,15
SPD,CS,1,1,1,2,15
CDU,CS,1,1,1,2,15
GRUENE,CS,1,1,1,2,15
FDP,CS,1,1,1,2,15
LINKE,CS,1,1,1,2,15
AW,CS,2,4,1,2,15
SPD,CS,1,1,1,2,15
CDU,CS,1,1,1,2,15
GRUENE,CS,1,1,1,2,15
FDP,CS,1,1,1,2,15
LINKE,CS,1,1,1,2,15
SPD,CS,1,1,1,2,4
CDU,CS,1,1,1,2,4
GRUENE,CS,1,1,1,2,4
FDP,CS,1,1,1,2,4
LINKE,CS,1,1,1,2,4
SPD,MGB,1,1,1,2,15
CDU,MGB,1,1,1,2,15
GRUENE,MGB,1,1,1,2,15
FDP,MGB,1,1,1,2,15
LINKE,MGB,1,1,1,2,15
SBR,MGB,2,3,1,2,15
FDP,MGB,2,3,1,2,15
AFD,MGB,2,3,1,2,15
CDU,MGB,1,1,1,2,14
SPD,MGB,1,1,1,2,14
GRUENE,MGB,1,1,1,2,14
JK,MGB,2,1,1,2,15
CDU,MGB,1,1,1,2,15
SPD,MGB,1,1,1,2,3
CDU,MGB,1,1,1,2,3
GRUENE,MGB,1,1,1,2,3
FDP,MGB,1,1,1,2,3
LINKE,MGB,1,1,1,2,3
JK,MGB,2,2,1,2,3
CDU,MGB,1,1,1,2,15
GRUENE,MGB,1,1,1,2,15
SPD,MGB,1,1,1,2,15
CDU,MGB,1,1,1,2,15
GRUENE,MGB,1,1,1,2,15
FDP,MGB,1,1,1,2,15
LINKE,MGB,1,1,1,2,15
CDU,MGB,1,1,1,2,15
FDP,MGB,3,2,1,2,15
CL,MGB,2,2,1,2,15
CL,MGB,2,2,1,2,15
SPD,MGB,1,1,1,2,15
CDU,MGB,1,1,1,2,15
GRUENE,MGB,1,1,1,2,15
SPD,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
GRUENE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
SPD,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
CR,WS,2,3,1,2,10
AFD,WS,2,2,1,2,10
CDU,WS,1,1,1,2,10
GRUENE,WS,1,1,1,2,10
FDP,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
GRUENE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
SPD,WS,1,1,1,2,15
AFD,WS,1,1,1,2,15
LINKE,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
GRUENE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
SPD,WS,1,1,1,2,15
AFD,WS,1,1,1,2,15
SPD,WS,1,1,1,2,10
CDU,WS,1,1,1,2,15
GRUENE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
SPD,WS,1,1,1,2,15
AFD,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
GRUENE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
SPD,WS,1,1,1,2,15
AFD,WS,1,1,1,2,15
LINKE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
AFD,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
GRUENE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
SPD,WS,1,1,1,2,15
AFD,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
GRUENE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
SPD,WS,1,1,1,2,15
AFD,WS,1,1,1,2,15
CDU,WS,1,1,1,2,10
GRUENE,WS,1,1,1,2,10
FDP,WS,1,1,1,2,10
SPD,WS,1,1,1,2,10
MWB,WS,1,1,1,2,10
CDU,WS,1,1,1,2,15
GRUENE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
SPD,WS,1,1,1,2,15
LINKE,WS,1,1,1,2,15
CDU,WS,1,1,1,2,15
GRUENE,WS,1,1,1,2,15
FDP,WS,1,1,1,2,15
SPD,WS,1,1,1,2,15
AFD,WS,1,1,1,2,15
LINKE,WS,1,1,1,2,15
SPD,GKA,1,1,1,2,10
GRUENE,GKA,1,1,1,2,10
FDP,GKA,1,1,1,2,10
CDU,SMU,1,1,1,2,15
GRUENE,SMU,1,1,1,2,15
SPD,SMU,1,1,1,2,15
FDP,SMU,1,1,1,2,15
BVS,SMU,2,3,1,2,15
FDP,GKA,1,1,1,2,10
CDU,SMU,1,1,1,2,15
GRUENE,SMU,1,1,1,2,15
SPD,SMU,1,1,1,2,15
LINKE,SMU,1,1,1,2,15
BVS,SMU,2,2,1,2,15
FDP,GKA,1,1,1,2,15
CDU,SMU,1,1,1,2,15
GRUENE,SMU,1,1,1,2,15
SPD,SMU,1,1,1,2,15
LINKE,SMU,1,1,1,2,15
FDP,GKA,1,1,1,2,15
CDU,SMU,1,1,1,2,15
SPD,SMU,1,1,1,2,15
AW,SMU,2,2,1,2,15
JK,SMU,2,1,1,1,15
AW,JK,7,2,1,2,15
GRUENE,BH,1,1,1,2,15
SPD,BH,1,1,1,2,15
FDP,BH,1,1,1,2,15
LINKE,BH,1,1,1,2,15
GRUENE,BH,1,1,1,2,10
SPD,BH,1,1,1,2,10
CDU,BH,1,1,1,2,10
SBR,BH,2,2,1,2,15
GRUENE,BH,1,1,1,2,15
AW,BH,2,2,1,2,15
FDP,BH,1,1,1,2,10
LINKE,BH,1,1,1,2,10
GRUENE,BH,1,1,1,2,10
SPD,BH,1,1,1,2,10
CDU,BH,1,1,1,2,10
GRUENE,BH,1,1,1,2,15
SPD,BH,1,1,1,2,15
CDU,BH,1,1,1,2,15
